Month,Credit_amount,Investment,Age,Sex,Status,Credit_history,Savings,Property,Housing,credit
10,1048,4,Young,Male,A12,A31,A61,A121,A152,1
6,4716,1,Old,Male,A11,A34,A65,A121,A152,1
36,8133,1,Old,Female,A14,A32,A61,A122,A152,1
9,1236,1,Young,Female,A14,A32,A61,A121,A151,1
6,609,4,Old,Female,A11,A34,A61,A122,A152,1
18,2124,4,Young,Female,A11,A34,A61,A121,A151,0
30,10623,3,Old,Male,A11,A34,A61,A124,A153,1
48,5381,3,Old,Male,A12,A32,A65,A124,A153,1
22,2675,3,Old,Male,A14,A32,A63,A123,A152,1
24,11938,2,Old,Male,A12,A34,A61,A123,A152,0
12,1410,2,Old,Male,A12,A30,A61,A121,A152,1
18,6761,2,Old,Male,A14,A32,A65,A123,A151,0
6,1374,1,Old,Male,A11,A32,A61,A121,A152,1
12,1318,4,Old,Male,A12,A32,A64,A121,A152,1
12,2579,4,Old,Male,A11,A32,A61,A121,A152,0
12,2578,3,Old,Female,A11,A32,A61,A124,A153,1
6,1338,1,Old,Male,A14,A32,A63,A121,A152,1
24,3512,2,Old,Male,A12,A32,A62,A123,A152,1
18,1887,4,Old,Male,A12,A34,A65,A121,A152,1
18,1239,4,Old,Male,A12,A32,A65,A124,A153,1
10,1924,1,Old,Male,A14,A32,A61,A122,A152,1
15,950,4,Old,Male,A11,A30,A61,A123,A151,0
48,11590,2,Young,Female,A14,A34,A62,A123,A151,0
12,1495,4,Old,Male,A14,A34,A61,A121,A152,1
24,2872,3,Old,Male,A14,A34,A62,A121,A152,1
10,3949,1,Old,Male,A13,A32,A61,A122,A152,1
22,1283,4,Young,Female,A14,A32,A65,A122,A151,1
24,2346,4,Old,Male,A14,A34,A61,A123,A152,1
24,3617,4,Young,Male,A13,A34,A65,A124,A151,1
10,1347,4,Old,Male,A13,A34,A65,A122,A152,1
12,2073,4,Old,Female,A14,A32,A62,A121,A152,1
24,2359,1,Old,Male,A11,A32,A62,A122,A152,0
30,8386,2,Old,Male,A12,A34,A61,A122,A152,0
9,790,4,Old,Female,A12,A32,A63,A121,A152,1
18,1028,4,Old,Female,A14,A34,A61,A121,A152,1
6,672,1,Old,Female,A14,A32,A61,A121,A152,1
48,9960,1,Old,Female,A12,A32,A61,A123,A152,0
30,2406,4,Young,Female,A11,A32,A61,A121,A151,0
6,660,2,Young,Male,A14,A32,A63,A121,A151,1
18,1880,4,Old,Male,A11,A34,A61,A122,A152,1
60,9157,2,Old,Male,A12,A33,A65,A124,A153,1
30,4221,2,Old,Female,A12,A30,A61,A123,A152,1
24,3235,3,Old,Male,A14,A32,A63,A123,A152,1
24,1552,3,Old,Male,A14,A32,A61,A123,A152,1
21,571,4,Old,Male,A11,A34,A61,A121,A152,1
12,976,4,Old,Male,A14,A34,A65,A123,A152,1
21,1188,2,Old,Female,A12,A32,A61,A122,A152,0
24,1207,4,Young,Female,A11,A32,A61,A122,A151,0
6,1050,4,Old,Male,A12,A33,A61,A122,A152,1
48,3931,4,Old,Male,A11,A32,A61,A124,A153,0
9,745,3,Old,Female,A13,A32,A61,A121,A152,0
18,1216,4,Young,Female,A11,A32,A61,A123,A151,0
24,11560,1,Young,Female,A12,A32,A61,A123,A151,0
6,1204,4,Old,Male,A14,A30,A62,A124,A151,1
48,8858,2,Old,Male,A14,A34,A65,A124,A153,1
11,1154,4,Old,Female,A14,A34,A62,A121,A152,1
9,1136,4,Old,Male,A12,A34,A64,A124,A153,0
36,3249,2,Old,Male,A11,A32,A61,A124,A153,1
12,6468,2,Old,Male,A12,A32,A65,A124,A152,0
10,2901,1,Old,Female,A14,A32,A65,A121,A151,1
18,2389,4,Old,Female,A11,A32,A61,A123,A152,1
12,1262,2,Old,Male,A11,A32,A65,A122,A152,1
18,2039,1,Young,Female,A11,A32,A61,A121,A151,0
12,2096,2,Old,Male,A14,A34,A61,A121,A152,1
36,3342,4,Old,Male,A14,A34,A65,A123,A152,1
18,2169,4,Old,Male,A14,A33,A61,A123,A152,0
15,806,4,Young,Female,A11,A32,A61,A122,A152,1
4,3380,1,Old,Female,A14,A34,A61,A121,A152,1
15,2631,2,Old,Female,A12,A32,A62,A123,A151,0
24,2483,4,Young,Male,A11,A31,A63,A121,A152,1
6,932,1,Old,Female,A12,A34,A65,A122,A152,1
48,18424,1,Old,Female,A12,A30,A61,A122,A152,0
48,6331,4,Old,Male,A11,A34,A61,A124,A153,0
7,846,3,Old,Male,A14,A33,A65,A124,A153,1
12,2859,4,Old,Male,A14,A32,A65,A124,A152,1
60,6288,4,Old,Male,A12,A32,A61,A124,A153,0
18,2779,1,Young,Male,A12,A32,A61,A123,A151,1
30,1919,4,Old,Male,A12,A33,A62,A124,A152,0
24,1282,4,Old,Female,A11,A32,A62,A123,A152,0
15,1845,4,Old,Female,A11,A32,A61,A122,A151,1
48,3566,4,Old,Male,A12,A31,A62,A123,A152,1
36,2862,4,Old,Male,A12,A33,A62,A124,A153,1
24,1474,4,Old,Male,A14,A32,A62,A121,A152,1
18,3378,2,Old,Male,A14,A32,A65,A122,A152,1
6,3384,1,Old,Male,A11,A34,A61,A121,A151,0
18,1505,4,Old,Male,A14,A32,A61,A124,A153,1
6,1047,2,Old,Female,A13,A34,A61,A122,A152,1
24,1967,4,Young,Female,A12,A32,A61,A123,A152,1
24,3021,2,Young,Male,A11,A32,A61,A121,A151,1
12,1386,2,Old,Female,A14,A32,A63,A122,A152,0
6,783,1,Old,Male,A14,A31,A65,A121,A152,1
13,1797,3,Old,Male,A11,A34,A61,A122,A152,1
21,2767,4,Old,Male,A12,A32,A62,A123,A151,0
12,1881,2,Old,Female,A13,A32,A61,A123,A151,1
18,2662,4,Old,Male,A14,A32,A65,A122,A152,1
12,701,4,Old,Male,A14,A34,A61,A123,A152,1
24,3349,4,Old,Male,A11,A31,A63,A124,A153,0
60,7297,4,Old,Male,A11,A32,A61,A124,A151,0
30,4249,4,Old,Male,A12,A34,A61,A123,A152,0
10,781,4,Old,Male,A13,A34,A61,A124,A153,1
24,1258,4,Young,Male,A14,A32,A61,A121,A152,1
36,4463,4,Old,Male,A14,A33,A61,A123,A152,0
12,709,4,Old,Male,A11,A32,A61,A121,A152,0
15,1512,3,Old,Male,A12,A33,A64,A122,A152,0
12,708,2,Old,Male,A11,A32,A61,A122,A152,1
48,3578,4,Old,Male,A14,A34,A65,A121,A152,1
21,3976,2,Old,Male,A12,A32,A65,A123,A152,1
12,886,4,Young,Female,A14,A32,A65,A123,A152,1
24,1597,4,Old,Male,A14,A34,A61,A124,A153,1
6,6761,1,Old,Male,A14,A34,A61,A124,A152,1
9,1364,3,Old,Male,A11,A32,A61,A121,A152,1
12,2122,3,Old,Male,A11,A34,A61,A121,A151,1
12,697,4,Old,Male,A11,A31,A61,A123,A152,0
24,2333,4,Old,Male,A12,A33,A65,A122,A152,1
12,1295,3,Young,Female,A12,A32,A61,A123,A151,0
12,727,4,Old,Male,A11,A32,A62,A124,A152,0
39,14179,4,Old,Male,A11,A34,A65,A122,A152,1
36,15857,2,Old,Male,A11,A32,A61,A123,A152,1
24,4712,4,Old,Male,A12,A33,A65,A122,A152,1
24,2957,4,Old,Male,A11,A34,A61,A122,A152,1
36,8065,3,Young,Female,A11,A34,A61,A124,A152,0
12,1474,4,Old,Female,A13,A32,A61,A122,A152,1
24,2978,4,Old,Male,A14,A33,A65,A121,A152,1
12,339,4,Old,Male,A11,A31,A61,A123,A152,1
18,3244,1,Old,Female,A12,A30,A61,A123,A152,1
33,2764,2,Old,Female,A14,A33,A61,A123,A152,1
24,4169,4,Old,Male,A11,A32,A61,A122,A152,1
42,7882,2,Old,Male,A11,A32,A61,A122,A153,1
7,730,4,Old,Male,A14,A34,A65,A122,A151,1
20,2212,4,Old,Male,A11,A32,A65,A123,A152,1
24,2028,2,Old,Male,A14,A34,A61,A122,A152,1
10,1597,3,Old,Male,A14,A32,A63,A124,A151,1
24,2439,4,Old,Female,A11,A32,A61,A121,A152,0
15,1905,4,Old,Male,A13,A32,A61,A123,A151,1
30,4811,2,Young,Female,A14,A32,A65,A122,A151,1
6,250,2,Old,Female,A14,A34,A64,A121,A152,1
24,5743,2,Young,Female,A12,A34,A61,A124,A153,1
12,983,1,Young,Female,A12,A32,A64,A121,A151,1
30,8072,2,Young,Male,A11,A30,A65,A123,A152,1
24,1371,4,Young,Female,A11,A32,A65,A121,A151,0
48,8487,1,Young,Female,A12,A32,A65,A123,A152,1
18,1795,3,Old,Female,A12,A34,A61,A121,A151,1
24,1376,4,Old,Female,A14,A32,A63,A123,A152,1
9,458,4,Young,Male,A12,A32,A61,A121,A152,1
11,1577,4,Young,Female,A12,A32,A64,A121,A152,1
24,1525,4,Old,Female,A14,A32,A64,A123,A152,1
48,6999,1,Old,Male,A11,A32,A61,A121,A152,0
6,3518,2,Old,Male,A14,A32,A61,A122,A151,1
15,1360,4,Old,Male,A14,A34,A61,A122,A152,1
36,14318,4,Old,Male,A12,A32,A61,A124,A153,0
10,2315,3,Old,Male,A11,A32,A61,A121,A152,1
12,625,4,Old,Male,A12,A32,A61,A121,A152,1
24,2303,4,Old,Male,A11,A32,A61,A121,A152,0
6,2647,2,Old,Male,A11,A32,A63,A121,A151,1
8,1237,3,Young,Female,A12,A32,A61,A121,A152,0
12,1291,4,Old,Female,A14,A34,A61,A122,A152,1
18,6260,3,Old,Male,A12,A32,A61,A121,A151,1
21,2606,4,Old,Female,A11,A32,A61,A122,A151,1
24,1585,4,Old,Male,A14,A34,A61,A122,A152,1
15,2708,2,Old,Male,A14,A32,A61,A122,A152,1
48,4605,3,Young,Male,A11,A30,A61,A124,A153,0
18,1924,4,Old,Female,A12,A32,A65,A121,A151,0
18,6204,2,Old,Male,A12,A33,A61,A121,A152,1
12,1101,3,Old,Male,A14,A32,A61,A121,A152,1
48,12204,2,Old,Male,A12,A30,A65,A123,A152,1
36,3620,1,Old,Male,A11,A32,A61,A122,A152,1
15,2221,2,Young,Female,A14,A32,A63,A123,A151,1
18,3612,3,Old,Female,A12,A34,A61,A122,A152,1
9,3195,1,Old,Female,A12,A32,A65,A121,A152,1
18,750,4,Old,Female,A11,A32,A61,A121,A152,0
8,731,4,Old,Male,A11,A34,A61,A121,A152,1
12,2133,4,Old,Female,A14,A32,A65,A124,A153,1
18,3509,4,Young,Female,A11,A32,A61,A121,A152,1
24,2896,2,Old,Male,A12,A32,A62,A123,A152,1
36,3595,4,Old,Male,A14,A32,A61,A123,A152,1
12,958,2,Old,Male,A12,A34,A61,A121,A152,1
6,448,4,Young,Female,A11,A32,A61,A122,A152,0
36,2671,4,Old,Female,A12,A32,A62,A124,A153,0
12,1402,3,Old,Female,A14,A34,A63,A123,A151,1
21,1647,4,Old,Male,A11,A31,A65,A122,A152,0
36,4473,4,Old,Male,A13,A32,A61,A123,A152,1
27,8613,2,Old,Male,A14,A33,A64,A123,A152,1
9,1244,4,Old,Female,A14,A34,A65,A122,A151,1
48,3609,1,Old,Female,A14,A31,A61,A121,A152,1
9,5129,2,Old,Female,A12,A31,A61,A124,A153,0
36,5711,4,Old,Male,A14,A34,A64,A123,A152,1
36,4210,4,Old,Male,A13,A32,A61,A123,A152,0
24,2284,4,Old,Male,A14,A32,A61,A123,A152,1
12,1680,3,Old,Male,A11,A32,A63,A121,A152,1
36,2225,4,Old,Male,A12,A33,A61,A124,A153,0
36,2712,2,Old,Male,A11,A32,A61,A122,A152,0
9,1437,2,Old,Male,A12,A31,A62,A124,A152,0
24,2424,4,Old,Male,A14,A34,A65,A122,A152,1
6,484,3,Old,Male,A12,A32,A61,A121,A152,1
45,11816,2,Old,Male,A11,A30,A61,A123,A151,0
24,5084,2,Old,Female,A12,A32,A65,A123,A152,1
36,9572,1,Old,Male,A14,A33,A61,A123,A152,0
39,2569,4,Young,Male,A14,A32,A63,A123,A152,1
18,2622,4,Old,Male,A12,A32,A62,A123,A152,1
48,10222,4,Old,Male,A14,A32,A65,A123,A152,1
9,1082,4,Old,Male,A12,A32,A61,A123,A152,1
36,9398,1,Old,Male,A12,A32,A61,A123,A151,0
15,2186,1,Old,Female,A14,A32,A65,A121,A151,1
48,4308,3,Young,Female,A11,A32,A61,A122,A151,0
18,629,4,Old,Male,A14,A34,A63,A122,A152,1
6,426,4,Old,Male,A14,A30,A61,A123,A152,1
12,609,4,Old,Female,A13,A31,A61,A121,A152,0
6,683,2,Old,Female,A13,A33,A61,A122,A152,1
8,907,3,Old,Male,A12,A32,A61,A121,A152,1
11,7228,1,Old,Male,A14,A34,A61,A122,A152,1
18,1936,2,Young,Male,A11,A32,A65,A123,A151,1
18,7511,1,Old,Male,A11,A32,A65,A122,A153,0
12,1223,1,Old,Male,A12,A32,A61,A121,A151,0
6,2978,1,Old,Male,A14,A32,A63,A123,A152,1
12,2445,2,Old,Male,A14,A32,A65,A123,A151,1
48,7476,4,Old,Male,A11,A32,A61,A124,A153,1
36,11054,4,Old,Male,A14,A34,A65,A123,A152,1
24,1278,4,Old,Male,A14,A32,A61,A121,A152,1
24,1382,4,Old,Male,A11,A34,A62,A121,A152,1
15,1262,4,Old,Male,A14,A32,A63,A122,A152,1
12,2141,3,Old,Male,A14,A32,A62,A124,A152,1
24,6967,4,Old,Male,A12,A33,A62,A123,A151,1
14,8978,1,Old,Male,A11,A32,A61,A122,A152,0
30,4530,4,Old,Female,A14,A34,A61,A123,A151,1
12,626,4,Young,Female,A11,A31,A61,A121,A152,0
12,996,4,Young,Female,A14,A34,A65,A121,A152,1
15,1471,4,Old,Male,A14,A34,A61,A124,A153,1
12,1567,1,Young,Female,A12,A32,A61,A123,A152,1
18,1817,4,Old,Female,A14,A34,A61,A124,A152,1
30,1715,4,Old,Female,A12,A32,A65,A123,A152,1
6,1543,4,Old,Male,A14,A32,A64,A121,A152,1
24,3092,3,Young,Male,A12,A32,A62,A123,A151,0
24,1747,4,Young,Male,A11,A32,A61,A122,A152,1
12,741,4,Young,Female,A11,A32,A62,A122,A152,0
12,1424,3,Old,Female,A13,A32,A65,A121,A152,1
